,clauses,label
320,Ils sont proposés dans la limite des stocks disponibles.,3
321,Les caractéristiques essentielles des Produits sont décrites et présentées avec la plus grande exactitude possible.,3
322,"Retour en haut de page
 - Prix
Les prix des Produits sont indiqués en Euros toutes taxes comprises.",3
323,Ils tiennent compte de la TVA et des éventuelles réductions applicables au jour de la commande.,3
324,"Les prix des Produits s'entendent hors frais de livraison (port, emballage et confection du colis selon montants en vigueur).",3
325,Le montant des frais de livraison sera précisé avant validation de la commande.,3
326,"Si une ou plusieurs taxes ou contributions, notamment environnementales, venaient à être créées ou modifiées, en hausse comme en baisse, ce changement pourra être répercuté sur le prix de vente des Produits présents sur le Site Internet et sur les différents supports de vente.",3
327,"Toutefois, un prix ne pourra pas être modifié une fois votre commande validée.",3
328,"Néanmoins en cas d’erreur de prix (prix manifestement dérisoire par rapport à la valeur réelle du Produit), la commande validée pourra être annulée par LA REDOUTE.",3
329,"Retour en haut de page
 - Commande
.",3
330,"Identification préalable

Pour passer une commande, Vous devez vous identifier avec votre adresse email ou votre numéro de client, et votre mot de passe.",3
331,"Pour toute première commande, Vous devrez créer un compte.",3
332,Vous avez également la possibilité de vous connecter par une procédure simplifiée via votre compte Facebook.,3
333,"Enregistrement et validation de la commande

Vous avez la possibilité de passer votre commande en ligne :
-soit à partir de la boutique en ligne;
-soit directement à partir des références des catalogues papier.",3
334,"Une fois votre panier validé, Vous devrez choisir l'adresse et le mode de livraison, et valider votre moyen de paiement, cette dernière étape formalisant le contrat de vente avec LA REDOUTE.",3
335,"Vous avez également la possibilité de passer une commande en une seule étape (« commandez en  clic »), dès lors que votre carte de paiement a été préenregistrée et l'adresse et mode de livraison présélectionnés.",3
336,Cette unique étape formalise le contrat de vente avec LA REDOUTE.,3
337,Toute commande vaut acceptation des prix et descriptions des Produits disponibles à la vente.,3
338,LA REDOUTE accusera réception de votre commande dès sa validation en vous envoyant un email dans lequel vous trouverez notamment un lien vers les présentes Conditions Générales.,3
339,"Dans certains cas, notamment pour défaut de paiement, adresse erronée ou tout autre problème lié à votre compte, LA REDOUTE se réserve le droit de bloquer votre commande jusqu'à la résolution du problème.",3
340,"En cas d'indisponibilité d'un Produit commandé, vous en serez informé par email.",3
341,"L'annulation de la commande de ce Produit et son éventuel remboursement (seuls les Produits disponibles au moment de la commande peuvent faire l'objet d'un prélèvement, par opposition aux Produits différés), seront alors effectués, le reste de la commande demeurant ferme et définitif.",3
342,"Pour toute question relative au suivi d'une commande, Vous pouvez consulter votre compte sur le Site Internet ou appeler le      (coût d'un appel local)  jours/ de h à h.

Retour en haut de page
 - Modalités de paiement
Vous pouvez régler votre commande :

- par carte bancaire : Carte Bleue, e-carte bleue, Visa, Mastercard, carte American Express.",3
343,Votre compte sera débité à l'expédition des Produits (sauf paiement X dont les modalités sont détaillées ici).,3
344,"En cas de Produits épuisés ou indisponibles, le montant de ces Produits ne sera pas débité.",3
345,"- - Avec la Mastercard® La Redoute et le crédit renouvelable Premium : La « Mastercard® La Redoute » et le crédit renouvelable « Premium » donnent à tout possesseur la possibilité de payer au comptant ou à crédit les Produits : soit au moment de la validation de commande, soit à réception du relevé de compte.",3
346,Ils donnent également accès à d'autres facilités de paiement.,3
347,"Pour connaître les conditions d'attribution de la « Mastercard® La Redoute » et du crédit renouvelable Premium, vous pouvez vous connecter au site Internet www.sofinco.fr, contacter notre partenaire financier au     (du lundi au vendredi de h à h et le samedi de h à h, appel non surtaxé) ou remplir le formulaire en ligne de demande de la carte « Mastercard® La Redoute » à partir du Site Internet.",3
348,"- - avec les cartes Fnac, Printania Plus ou Kangourou (uniquement disponibles si Vous habitez en France continentale, Corse ou Monaco).",3
349,- avec votre compte PAYPAL (uniquement disponible pour une livraison en France et Monaco).,3
350,"En choisissant le paiement via PayPal, Vous serez automatiquement dirigé sur votre compte PayPal.",3
351,"Une fois le paiement PayPal validé, Vous pourrez terminer votre commande sur le Site Internet.",3
352,La carte cadeau LA REDOUTE ne peut être achetée avec PayPal.,3
353,"- - avec une carte cadeau illicado, Spirit of Cadeau, CA DO Carte, Pacifica ou la carte cadeau LA REDOUTE ou La Brand Boutique : Le montant de vos achats sera débité immédiatement, même en cas d'articles en différé de livraison.",3
354,Vous devrez renseigner les numéros d'identification figurant sur la carte.,3
355,"Vous pouvez compléter votre paiement carte cadeau avec votre carte bancaire ou une des cartes Fnac, Printania Plus ou Kangourou.",3
356,Reportez-vous aux conditions d'utilisation et restrictions éventuelles applicables à votre carte cadeau.,3
357,La carte cadeau LA REDOUTE ne peut être achetée avec ces cartes cadeaux.,3
358,"Si vous faites l'objet d'un agrément ""Client confiance"", vous devrez payer les Produits commandés une fois par mois à réception de votre relevé mensuel.",3
359,"Retour en haut de page
 - Livraison
.. Livraison en France continentale, Corse et Monaco

... Pour les petits Produits disponibles

Les délais de services indiqués ci-après ne sont pas garantis pendant certaines périodes de fortes activités, telles les périodes de soldes, et pour certains Produits de marque (ex.",3
360,"produits Verbaudet, Cyrillus, Ellos, etc.",3
361,"), les Produits sur-mesure, les Produits brodés et personnalisés et les cadeaux gratuits demandés sans commande, qui ne peuvent bénéficier de ces délais de services.",3
362,"- « Point Relais Colis ® » (( à  jours à compter de la validation de votre commande – livraison standard au coût de , €).",3
363,"Pour le retrait de la commande de Produits, une pièce d'identité en vigueur sera exigée, ainsi que, le cas échéant, la carte ayant servi au paiement.",3
364,"A défaut, les Produits commandés ne pourront vous être remis.",3
365,"-« Chronopost »( à  jours à compter de la validation de votre commande – coût de , €).",3
366,"- « Colissimo » ( à  jours à compter de la validation de votre commande – coût de , €).",3
367,La livraison est effectuée par La Poste.,3
368,"Au-delà, Vous pouvez opter pour la livraison Relais Colis ® Home ci-dessous.",3
369,"-« Relais Colis ® Home »( à  jours à compter de la validation de votre commande – coût de , €).",3
370,"Vos colis sont livrés devant votre adresse de livraison (portail, pied de l’immeuble ou endroit le plus accessible) indiquée lors de votre commande, sur rendez-vous.",3
371,"Le transporteur Vous appellera la veille pour fixer un créneau de livraison de h.

Les Produits sur-mesure, les Produits brodés et personnalisés et les cadeaux gratuits demandés sans commande seront uniquement livrés à votre domicile (France continentale, Corse et Monaco uniquement), en  à  jours à partir de l'expédition.",3
372,"... Pour les Produits volumineux (signalés par une camionnette de couleur)

- « Livraison à domicile »


Les livraisons à domicile sont effectuées quel que soit l'endroit, notamment à l'étage.",3
373,"Toutefois, les livraisons au-dessus du troisième étage dépendent de l’accès par ascenseur.",3
374,"En effet, à défaut d’ascenseur ou si les dimensions de celui-ci sont inadaptées à l’acheminement des Produits, la livraison ne pourra être effectuée par le biais de la cage d’escalier (sous réserve des dimensions de celle-ci), que jusqu’au troisième étage.",3
375,"Au-delà, la livraison à l’étage par notre transporteur nécessitera l’établissement d’un devis.",3
376,"Ainsi, préalablement à votre commande, il vous appartient de vérifier que les Produits peuvent être acheminés à votre étage ou à l’intérieur de votre domicile, notamment en prenant en considération la taille et le volume des portes, de la cage d’escalier ou de l’ascenseur au regard des spécifications des Produits en termes de taille et de volume.",3
377,"En conséquence, s’il existe une ou plusieurs contraintes liées aux locaux ou aux moyens d’accès sur le lieu de livraison, et en particulier livraison sans ascenseur au-delà du troisième étage ou dimensions des portes palières non adaptées, Vous devez impérativement contacter le Service Client de LA REDOUTE pour l’en informer.",3
378,LA REDOUTE établira alors un devis en tenant compte de ces contraintes.,3
379,"En cas d’acceptation du devis, les coûts sont à votre charge, et sont à régler au plus tard lors de la livraison.",3
380,"L’impossibilité d’acheminer les Produits livrés à votre étage ou à l’intérieur de votre domicile, à défaut d'information sur la nécessité de recourir à des moyens spécifiques de livraison, ne saurait engager la responsabilité de LA REDOUTE.",3
381,"Le cas échéant, Vous aurez alors la possibilité :


• De demander au transporteur de reprendre le Produit en application de votre droit de rétractation.",3
382,"• D’accepter la livraison, qui se fera uniquement devant votre domicile ou au pied de votre immeuble.",3
383,"S’agissant des livraisons réalisées par le transporteur sur les îles métropolitaines (hors Corse), celles-ci ont lieu à quai sur le continent, à l'embarcadère de la gare maritime.",3
384,Les frais d'acheminement entre l'embarcadère et le domicile sont à votre charge.,3
385,"Pour l'île d'Oléron et l'île de Ré, les livraisons sont effectuées à l'adresse de livraison que vous nous aurez indiquée.",3
386,"- « Livraison dans un point Relais Colis ® Max » (uniquement pour la France Métropolitaine)

 

Les Produits peuvent être mis à disposition gratuitement dans l’un des   points Relais Colis ® Max.",3
387,"Pour le retrait de la commande de Produits, une pièce d'identité en vigueur sera exigée, ainsi que, le cas échéant, la carte ayant servi au paiement.",3
388,"A défaut, les Produits commandés ne pourront vous être remis.",3
389,"Vous devrez assurer vous-même le chargement des Produits dans votre véhicule, ainsi que leur transport.",3
390,Le Produit ne sera disponible dans le point Relais Colis ® Max choisi que pendant quatorze () jours calendaires à partir de son arrivée.,3
391,"- « Livraison sur Rendez-Vous à la Commande »

 

Cette livraison se fait uniquement à domicile.",3
392,La date de livraison est choisie à la commande.,3
393,Vous serez appelé la veille de la livraison pour fixer précisément une plage horaire de livraison de  heures.,3
394,Les frais de livraison varient en fonction du poids et de la taille du colis de Produits (la couleur de la camionnette vous indique le montant de ces frais de livraison standard).,3
395,"- Reprise de votre ancien appareil : Sur demande de votre part lors de la prise de rendez-vous, les services de LA REDOUTE peuvent effectuer gratuitement la reprise de votre ancien appareil électrique ou électronique lors de l'achat effectué en remplacement.",3
396,- Reprise de l'ancienne literie : Proposée pour tout achat de sommier et/ou matelas.,3
397,La reprise se fait en même temps et sur le même lieu que la livraison.,3
398,Produit repris pour  Produit livré.,3
399,Coût :  € / Produit repris.,3
400,".. Livraison dans les DOM TOM
Vous êtes invité à vous reporter à l'onglet « Livraison dans les DOM-TOM » du Site Internet pour obtenir toutes les informations relatives à ce point.",3
401,"Retour en haut de page
 - Retour des Produits
.. Exercice du droit de rétractation

Vous disposez d'un droit de rétraction de trente () jours calendaires à compter de la date de réception ou de retrait de l'ensemble de votre commande (soit seize () jours supplémentaires par rapport au délai légal de rétractation).",3
402,"Pendant ces délais, Vous pourrez retourner les Produits non endommagés, sans avoir à justifier de motifs, ni à payer de pénalité.",3
403,"En cas de Produits reçus endommagés, la procédure de l’article .",3
404,"Tous les Produits peuvent faire l'objet d'une rétractation, excepté ceux exclus par la loi à l'article L- du Code de la consommation, par exemple les Produits ayant fait l'objet d'une personnalisation sur votre demande, les Produits ayant été descellés et qui ne peuvent être renvoyés pour des raisons d'hygiène (ex : collants portés), les Produits d'enregistrement audio ou vidéo ou les logiciels informatiques descellés etc…

Les Produits retournés doivent être intacts et complets et ne doivent pas avoir fait l'objet d'un port prolongé.",3
405,"S’agissant des cartes cadeaux, si celles-ci ont été utilisées en tout ou partie avant l’expiration des délais mentionnés au premier paragraphe, elles ne pourront plus faire l’objet d’une rétractation.",3
406,"Attention, pour faciliter la bonne reprise de votre matelas/sommier, ce dernier devra être muni, de sa housse de protection intérieure intacte, ni trouée, ni déchirée.",3
407,"Pour exercer votre droit de rétractation, Vous pouvez utiliser le formulaire type de rétractation à remplir ici, soit effectuer toute déclaration dénuée d'ambiguïté indiquant votre intention de retourner le Produit à LA REDOUTE notamment en déclarant votre retour en ligne depuis votre compte, rubrique « Retourner un article et se faire rembourser » (à l’exclusion des cartes cadeaux).",3
408,"LA REDOUTE accusera réception de votre rétractation, par email.",3
409,"Vous devez ensuite retourner les Produits à LA REDOUTE, au plus tard dans les quatorze () jours suivant votre rétractation, soit :
- par La Poste à l'adresse suivante : LA REDOUTE Quai ,  rue Chardonnet,  Wattrelos.",3
410,"Les frais de retour via La Poste sont à votre charge (à l'exception d'un Produit défectueux à réception, ou d'une erreur de LA REDOUTE lors de l'envoi du Produit).",3
411,- en point Relais Colis ® avec le bordereau de réexpédition qui vous sera envoyé par email.,3
412,"Pour les Produits volumineux signalés par une camionnette, les Produits retirés en Drive ou pour les Produits ne pouvant pas être retournés par la Poste ou en point Relais Colis ®, LA REDOUTE organisera gratuitement leur reprise à domicile, si Vous appelez au    (coût d'un appel local).",3
413,"Pour les cartes cadeaux, Vous devez simplement envoyer par email à LA REDOUTE, dans le délai de quatorze () jours susvisé, le code à  chiffres associé à la carte cadeau (ce code figure soit sur la carte cadeau physique soit dans l’email contenant la carte dématérialisée), à l’adresse email suivante : contact_serviceclients@redoute.fr.",3
414,"A la réception du code de la carte cadeau, LA REDOUTE procèdera à la désactivation à distance de la carte.",3
415,"LA REDOUTE s'engage à vous rembourser la totalité des sommes versées à la réception du Produit dans ses entrepôts ou dès réception de la preuve de retour de votre colis que Vous nous aurez envoyée à l'adresse suivante : La Redoute, Service Relations Clients, BP ,  Roubaix Cedex .",3
416,"A titre indicatif, il faut généralement compter entre trois () à quatre () semaines pour un retour dans les entrepôts de LA REDOUTE.",3
417,"Pour les cartes cadeaux, LA REDOUTE s'engage à vous rembourser dans les quatorze () jours suivant votre déclaration de rétractation.",3
418,"LA REDOUTE vous remboursera les Produits retournés, sous réserve du respect des conditions ci-dessus mentionnées, ainsi que les frais de livraison standard « aller » de ces derniers si Vous retournez l'ensemble de votre commande.",3
419,Les frais de livraison « aller » avec suppléments sont remboursés dans la limite des frais de livraison standard.,3
420,Il est précisé que les frais de livraison « aller » feront l’objet d’un remboursement séparé.,3
421,"Si Vous ne retournez pas l'intégralité de votre commande et conservez un ou des Produits commandés, le montant des frais de livraison ""aller"" ne sera pas remboursé par LA REDOUTE.",3
422,Le remboursement sera effectué via le moyen de paiement utilisé lors de la commande retournée.,3
423,"Ainsi, par exemple, si la commande de Produits a été réglée par :
- Carte Bleue, et que votre Carte Bleue est encore valide, le remboursement sera effectué sur le compte attaché à cette Carte Bleue.",3
424,"- La Mastercard® La Redoute et Premium, le remboursement sera effectué par le recrédit du compte Premium
- Paypal, et que le compte Paypal est toujours actif, le remboursement sera effectué sur ce compte Paypal.",3
425,"- carte cadeau uniquement (Illicado, Spirit of Cadeaux etc…), le remboursement sera effectué par re-crédit de la carte cadeau utilisée (pensez à la conserver après votre achat)
- carte cadeau et paiement complémentaire (carte bancaire, PayPal etc…), le remboursement sera effectué via le moyen de paiement complémentaire utilisé à hauteur du montant réglé par celui-ci puis sur votre carte cadeau.",3
426,Il est important que Vous conserviez la carte cadeau (le numéro de carte et le code de validité) pendant la durée de rétractation.,3
427,"- bons d'achat (à minima % du paiement), le remboursement sera effectué en bons d'achat.",3
428,"Pour tout autre moyen de paiement ou en cas d'échec ou d'impossibilité des remboursements précédents, le remboursement sera effectué par lettre chèque envoyée à l'adresse de facturation.",3
429,".. Echange

Vous avez également la possibilité de demander un échange, dans le délai de trente () jours à compter de la réception du Produit.",3
430,Vous pouvez retourner le Produit à échanger à LA REDOUTE par La Poste ou en point Relais Colis ®.,3
431,"Pour rappel, les frais de port retour sont gratuits en point Relais Colis ® ou en reprise à domicile pour les Produits volumineux, à l'exception des retours par La Poste qui restent à votre charge.",3
432,"Pour les Produits volumineux signalés par une camionnette, La Redoute organisera gratuitement leur reprise à domicile, si vous en faites la demande au      (coût d'un appel local).",3
433,"Le Produit à reprendre doit être intact, complet, emballé et le cas échéant, débranché.",3
434,"La reprise du Produit pourra éventuellement se faire en même temps que la livraison du nouveau Produit, sous réserve de l'organisation des transporteurs et de la disponibilité du Produit.",3
435,".. Cas particulier d’un Produit non conforme

LA REDOUTE vous conseille de contrôler le Produit au moment de sa livraison et dans le cas où le Produit livré serait non conforme (erreur de Produit, Produit défectueux, endommagé ou incomplet), de faire des réserves écrites au plus tard dans les trois () jours suivant cette livraison, auprès du transporteur et/ou LA REDOUTE.",3
436,"Dans tous les cas, les dispositions énoncées à l’article .",3
437,sur les garanties légales s’appliqueront.,3
438,"Ainsi, le Produit livré non conforme ne pourra faire l’objet, dans un premier temps, que d’un remplacement ou d’une réparation.",3
439,"Néanmoins, si le nouveau Produit reçu ne vous convenait pas, Vous pourrez exercer, le cas échéant, votre droit de rétractation dans le délai restant à courir.",3
440,"Pour les Produits signalés non conformes dans les trois () jours de la livraison, LA REDOUTE vous permet néanmoins d’exercer votre droit de rétractation et d’obtenir le remboursement du Produit en application des dispositions de l’article ., sans passer par la réparation ou le remplacement, tels que prévus par la garantie légale de conformité.",3
441,"Retour en haut de page
 

 - Garanties
 

.. Garanties Légales

Tous les Produits en vente sur le Site Internet bénéficient de la garantie légale de conformité (articles L- et suivant du Code de la consommation) et de la garantie contre les vices cachés (articles  et suivants du Code civil), vous permettant de renvoyer les Produits livrés défectueux ou non conformes.",3
442,"Vous êtes informé que la société LA REDOUTE, dont le siège social est , rue de Blanchemaille,  Roubaix est le garant de la conformité des Produits au contrat dans le cadre de ces deux garanties légales.",3
443,Vous disposez d’un délai de deux ans à compter de la délivrance du Produit pour agir en application de la garantie légale de conformité.,3
444,"Dans ce cas, vous pourrez choisir entre la réparation ou le remplacement du Produit, sous réserve des conditions de coût prévues par l’article L- du Code de la consommation.",3
445,"Pour les contrats conclus à compter du  mars , Vous êtes dispensé de rapporter la preuve de l’existence du défaut de conformité du Produit durant les vingt-quatre () mois suivant la délivrance du Produit.",3
446,"Pour les contrats conclus antérieurement, le défaut est présumé pendant six () mois.",3
447,Il est rappelé que la garantie légale de conformité s’applique indépendamment de l’éventuelle garantie commerciale qui pourrait vous être consentie par le fabricant ou LA REDOUTE.,3
448,"Par ailleurs, Vous pouvez décider de mettre en œuvre la garantie contre les défauts cachés de la chose vendue au sens de l’article  du Code civil.",3
449,"Dans cette hypothèse, Vous pourrez choisir entre la résolution de la vente ou une réduction du prix de vente conformément à l’article  du Code civil.",3
450,- Article L- du Code de la consommation : Le vendeur livre un bien conforme au contrat et répond des défauts de conformité existant lors de la délivrance.,3
451,"Il répond également des défauts de conformité résultant de l'emballage, des instructions de montage ou de l'installation lorsque celle-ci a été mise à sa charge par le contrat ou a été réalisée sous sa responsabilité.",3
452,"- Article L- du Code de la consommation : Le bien est conforme au contrat :
.",3
453,"S’il est propre à l'usage habituellement attendu d'un bien semblable et, le cas échéant :
- s’il correspond à la description donnée par le vendeur et possède les qualités que celui-ci a présentées à l'acheteur sous forme d'échantillon ou de modèle ;
- s’il présente les qualités qu'un acheteur peut légitimement attendre eu égard aux déclarations publiques faites par le vendeur, par le producteur ou par son représentant, notamment dans la publicité ou l'étiquetage ;
.",3
454,"Ou s’il présente les caractéristiques définies d'un commun accord par les parties ou est propre à tout usage spécial recherché par l'acheteur, porté à la connaissance du vendeur et que ce dernier a accepté.",3
455,- Article L- du Code de la consommation : L'action résultant du défaut de conformité se prescrit par deux ans à compter de la délivrance du bien.,3
456,"- Article L- du Code de la consommation : Lorsque l'acheteur demande au vendeur, pendant le cours de la garantie commerciale qui lui a été consentie lors de l'acquisition ou de la réparation d'un bien meuble, une remise en état couverte par la garantie, toute période d'immobilisation d'au moins sept jours vient s'ajouter à la durée de la garantie qui restait à courir.",3
457,"Cette période court à compter de la demande d'intervention de l'acheteur ou de la mise à disposition pour réparation du bien en cause, si cette mise à disposition est postérieure à la demande d'intervention.",3
458,"- Article  du Code civil : Le vendeur est tenu de la garantie à raison des défauts cachés de la chose vendue qui la rendent impropre à l'usage auquel on la destine, ou qui diminuent tellement cet usage, que l'acheteur ne l'aurait pas acquise, ou n'en aurait donné qu'un moindre prix, s'il les avait connus.",3
459,- Article  al er du Code civil : L'action résultant des vices rédhibitoires doit être intentée par l'acquéreur dans un délai de deux ans à compter de la découverte du vice.,3
460,".. Garanties commerciales

.. Certains Produits bénéficient par ailleurs d'une garantie commerciale gratuite accordée par LA REDOUTE dite « Garantie LA REDOUTE », en sus de la garantie légale, qui fera l’objet d'un contrat écrit qui vous sera remis.",3
461,"Ce contrat précisera le contenu, les modalités de mise en œuvre, la durée et l’étendue territoriale de la garantie commerciale accordée.",3
462,"Pour connaître les modalités des Garanties LA REDOUTE, vous êtes invité à vous reporter à l’onglet « Garanties LA REDOUTE » du Site Internet.",3
463,"Il est rappelé que la garantie commerciale ne vous prive pas des dispositions relatives à la garantie des vices cachés ou la garantie légale de conformité, telles que rappelées à l’article .",3
464,.. Certains Produits peuvent également bénéficier d’une garantie commerciale dite « Garantie Fabricant » à laquelle LA REDOUTE n’est pas partie.,3
465,LA REDOUTE ne saurait donc être tenue pour responsable en cas de refus du fabricant d’appliquer sa garantie.,3
466,L’étendue et la durée de cette garantie varie selon les fabricants.,3
467,Vous pouvez consulter les termes exacts des garanties sur le site Internet du fabricant et dans la notice du Produit.,3
468,"Retour en haut de page
 - Environnement
.. Appareils électriques et électroniques

LA REDOUTE vous informe que la présence de substances dangereuses dans les équipements électriques et électroniques peut avoir des effets potentiels sur l'environnement et la santé humaine.",3
469,Ainsi Vous ne devez pas vous en débarrasser avec les déchets municipaux non triés.,3
470,C'est la raison pour laquelle LA REDOUTE met à votre disposition un système de collecte spécifique (décret du  août  relatif aux déchets d'équipements électriques et électroniques et aux équipements électriques et électroniques usagés).,3
471,"Lorsque Vous achetez un appareil électrique ou électronique à LA REDOUTE, cette dernière s'engage à reprendre l'ancien appareil du même type, en état de propreté, débranché et pouvant être manipulé sans danger.",3
472,"Cette reprise s’effectue lors du retrait du Produit neuf en point Relais Colis ®, ou lors de la livraison à domicile du nouveau Produit.",3
473,"Vous pouvez aussi vous rendre sur le site de www.eco-systèmes.fr, partenaire de LA REDOUTE, pour connaitre les points de collecte les plus proches de chez Vous.",3
474,".. REACH

Pour toute question relative à la norme Européenne REACH, Vous pouvez contacter LA REDOUTE :
- par courrier : La Redoute, Centre de Contact Technique,  rue de Blanchemaille, BP ,  Roubaix Cedex 
- par le biais de la rubrique Questions Fréquentes sur le Site Internet

.. Triman

Le logo Triman est issu d’une nouvelle règlementation du Code de l’environnement.",3
475,Le logo signifie que le produit recyclable est soumis à une consigne de tri.,3
476,Cela indique simplement que le produit est à mettre dans un container de recyclage.,3
477,Il va être apposé sur l’ensemble des produits de consommation qui sont collectés par des éco-organismes et dont la « recyclabilité » est assurée.,3
478,"Pour LA REDOUTE, ses catalogues papiers, ses prospectus commerciaux ainsi que se équipements d’ameublements, ses textiles et ses chaussures sont concernés.",3
479,Ils doivent donc être triés par vos soins.,3
480,"Le Triman peut figurer sur les produits ou sur l’emballage, la notice ou tout autre support y compris dématérialisé.",3
481,"Les piles, accumulateurs usagés, déchets d’équipements électriques et électroniques, déchets ménagers des produits chimiques disposent de leur propre signalétique et ne sont donc pas concernés.",3
482,"Retour en haut de page
 - Médiation
Conformément aux dispositions du Code de la consommation concernant le règlement amiable des litiges, LA REDOUTE adhère au Service du Médiateur du e-commerce de la FEVAD (Fédération du e-commerce et de la vente à distance) dont les coordonnées sont les suivantes :  rue de la Boétie –  Paris – http://www.mediateurfevad.fr/.",3
483,"Après démarche préalable écrite des consommateurs vis-à-vis de LA REDOUTE, le Service du Médiateur peut être saisi pour tout litige de consommation dont le règlement n’aurait pas abouti.",3
484,"Pour connaître les modalités de saisine du Médiateur, cliquer ici.",3
485,"Au niveau européen, la Commission Européenne met à votre disposition une plateforme de résolution en ligne des litiges.",3
486,"Retour en haut de page
 - Preuves
Dans tous les cas, la fourniture en ligne du numéro de carte bancaire et la validation finale de la commande vaudront preuve de l'intégralité de ladite commande conformément à l'article  du Code civil et vaudront exigibilité des sommes engagées par la saisie des Produits figurant sur le bon de commande.",3
487,Cette validation vaut signature et acception expresse de toutes les opérations effectuées sur le Site Internet.,3
488,"Toutefois, en cas d'utilisation frauduleuse de votre carte bancaire, Vous êtes invité, dès le constat de cette utilisation, à contacter le Service Client en appelant le      (coût d'un appel local).",3
489,"Les registres informatisés, conservés dans les systèmes informatiques de LA REDOUTE et de ses partenaires dans des conditions raisonnables de sécurité, seront considérés comme des preuves des communications, des commandes et des paiements intervenus entre Vous et LA REDOUTE.",3
490,L'archivage des bons de commande et des factures est effectué sur un support fiable et durable de manière à correspondre à une copie fidèle et durable conformément à l'article  du Code civil.,3
491,"- Informations nominatives
Lors de votre commande, les données nominatives collectées feront l'objet d'un traitement informatique.",3
492,"Vous êtes invité à vous reporter à l'onglet ""Données Personnelles"" du Site Internet pour obtenir toutes les informations relatives à ce point.",3
493,"- Loi applicable et compétence juridictionnelle
Les Conditions Générales sont soumises à la loi française.",3
494,"Le tribunal compétent en cas de litige sera celui du lieu de domicile du défendeur ou, au choix du demandeur, du lieu de livraison effective du Produit.",3
495,"Le Site Internet est conforme à la législation française, et en aucun cas, LA REDOUTE ne donne de garantie de conformité à la législation locale qui vous serait applicable, dès lors que Vous accédez au Site Internet à partir d'autres pays.",3
496,"Les présentes conditions générales de vente (ci-après « CGV ») ont pour objet de définir les modalités et conditions de vente des produits proposés sur le site Internet [NOM DU SITE] (ci-après le « Site »), ainsi que les droits et obligations des parties dans le cadre de la relation.",3
497,"Elles s'appliquent à toute commande passée auprès de [NOM DE L'ENTREPRISE EXPLOITANT LE SITE] sur le Site, accessible à l’adresse suivante : www.",3
498,[NOM DU SITE].com .,3
499,Les CGV sont susceptibles d’être modifiées à tout moment par [NOM DE L'ENTREPRISE].,3
500,Il appartient à l'utilisateur de les consulter et de les accepter formellement avant toute commande.,3
501,Celles applicables sont celles figurant sur le Site au moment de la commande de l'utilisateur à l'adresse www.,3
502,[NOM DU SITE].com/A COMPLETER et jointes à l’email de confirmation de votre commande.,3
503,"Toute commande passée sur le Site suppose l’acceptation entière, sans réserve et sans condition des CGV en vigueur au moment de ladite commande.",3
504,"Editeur et responsable de publication

Le Site est opéré par la société [dénomination sociale], [forme] au capital social de [montant du capital] euros, immatriculée au RCS de [ville] sous le n° [numéro], dont le siège social est situé [adresse] (ci-après : « NomSociété »).",3
505,"[NomSociété] peut être contactée aux coordonnées suivantes :

Adresse postale : [adresse]
Adresse électronique : [email]

Accès aux services proposées sur le Site

Le Site est accessible à toute personne physique disposant de la pleine capacité juridique pour s’engager au titre des présentes conditions générales de vente.",3
506,La personne physique qui ne dispose pas de la pleine capacité juridique ne peut accéder au Site qu’avec l’accord de son représentant légal.,3
507,"Acceptation des conditions générales

L’acceptation des présentes conditions générales de vente est matérialisée par une case à cocher au moment de [A COMPLETER].",3
508,Cette acceptation ne peut être que pleine et entière.,3
509,Toute adhésion sous réserve est considérée comme nulle et non avenue.,3
510,L’utilisateur qui n’accepte pas d’être lié par les présentes conditions générales de vente ne doit pas utiliser les services proposées sur le site.,3
511,"Prix

Le prix des produits (hors frais de livraison) est celui indiqué sur la fiche produit correspondante, accessible sur le Site.",3
512,"[NOM DU SITE] se réserve le droit de modifier le prix de ses produits à tout moment, dans le respect de la législation applicable.",3
513,Les produits commandés par le client seront facturés sur la base du prix en vigueur sur le Site au moment de la validation de la commande.,3
514,"[NOM DU SITE] ne procédant pas à la réservation de stock (sauf cas particulier de produits signalés en ""pré-commande"" sur la fiche produit), la mise au panier d'un produit ou d'un service ne permet pas de garantir la disponibilité dudit produit  ainsi que son prix.",3
515,"Commande


a) Disponibilité des produits 

Les produits sont disponibles dans la limite des stocks disponibles.",3
516,Leur disponibilité est indiquée sur chaque fiche produit.,3
517,"Si malgré tous les efforts de [NOM DE L'ENTREPRISE], un produit  devenait indisponible postérieurement à la validation d'une commande, [NOM DE L'ENTREPRISE]  en informera l'utilisateur par email et lui remboursera le prix du produit initialement commandé ainsi que toute somme versée au titre de la commande.",3
518,"Toutefois, si la commande contient d’autres produits disponibles, ceux-ci seront livrés et les frais de livraison ne seront pas remboursés.",3
519,"b) Modalités de passation des commandes

Il est possible de passer commande auprès de [NOM DU SITE]  qu'à travers le site www.",3
520,"[NOM DU SITE].com 

Lors de la passation de commande, l'utilisateur doit confirmer celle-ci par la technique dite du « double-clic ».",3
521,"Après avoir sélectionné et ajouté des produits à son panier, il doit : 

contrôler son panier et éventuellement corriger le contenu de celui-ci ;

valider son panier ;

accepter les CGV et l'obligation de paiement de la commande.",3
